tick_us,arm_id,record_kind,meta_seed,meta_iteration_id,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j7_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j7_vel,j1_trq,j2_trq,j3_trq,j4_trq,j5_trq,j6_trq,j7_trq,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_fx,ee_fy,ee_fz,ee_tx,ee_ty,ee_tz,nav_dx,nav_dy,nav_dz,ttip_temp,irr_flow,suc_flow,co2_insuf,us_present,ala_uv,imri_active,estop_state,safety_zone,robot_state,heartbeat_ok,tick_align_flag
43000,ARM_4,MIXED,20260510,run_00001,0.3424,0.5005,0.3859,0.067,-0.2886,-0.4895,-0.4252,0.2178,0.0198,-0.1905,-0.2972,-0.2438,-0.06,0.157,0.3979,0.3221,0.0725,-0.2148,-0.3861,-0.3494,-0.125,162.96,143.25,98.36,0.9301,0.3673,0.0,0.0,0.7,0.042,0.758,0.0333,0.036,0.0111,-0.018,0.023,0.022,36.16,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
44000,ARM_1,MIXED,20260510,run_00001,0.001,0.0017,0.0029,0.0059,0.0042,0.0075,0.0081,0.3014,0.3002,0.3008,0.3,0.2991,0.2993,0.2985,0.2587,0.2587,0.2602,0.2588,0.2615,0.2622,0.2622,99.99,0.27,79.98,1.0,0.0011,0.0,0.0,0.005,0.806,0.005,-0.0001,0.0509,-0.0004,0.002,0.011,0.059,36.02,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
44000,ARM_2,MIXED,20260510,run_00001,0.1242,0.2412,0.3437,0.4215,0.4763,0.5,0.4891,0.291,0.263,0.2184,0.1595,0.0927,0.0185,-0.0605,0.3271,0.3725,0.3973,0.3981,0.3696,0.3195,0.2491,126.84,49.94,86.27,0.9921,0.1258,0.0,0.0,0.34,0.489,0.31,0.0142,0.0471,0.0063,0.126,0.006,-0.033,36.02,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
44000,ARM_3,MIXED,20260510,run_00001,0.2412,0.4225,0.5001,0.4525,0.2967,0.0648,-0.1813,0.2635,0.1612,0.0193,-0.1263,-0.2418,-0.2976,-0.2797,0.3733,0.3965,0.3205,0.168,-0.0288,-0.2161,-0.3519,147.67,98.27,92.45,0.9686,0.2485,0.0,0.0,0.838,0.434,0.819,0.0245,0.043,0.0084,0.071,0.055,0.104,36.07,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
44000,ARM_4,MIXED,20260510,run_00001,0.3424,0.4986,0.3872,0.0674,-0.2873,-0.4891,-0.4246,0.2194,0.0211,-0.189,-0.2988,-0.2428,-0.0576,0.1573,0.3972,0.3234,0.0724,-0.2146,-0.3878,-0.3522,-0.1256,162.95,143.29,98.36,0.9301,0.3673,0.0,0.0,0.695,0.043,0.756,0.0337,0.037,0.0094,-0.044,-0.119,0.048,36.14,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
45000,ARM_1,MIXED,20260510,run_00001,0.0013,0.001,0.0035,0.0027,0.0047,0.0077,0.007,0.2996,0.2989,0.3005,0.3005,0.3003,0.3006,0.3007,0.2578,0.2586,0.2598,0.2611,0.2612,0.2628,0.2632,99.99,0.24,80.06,1.0,0.0011,0.0,0.0,-0.0,0.812,0.0,0.0007,0.0492,0.0015,-0.008,-0.085,-0.026,36.0,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
45000,ARM_2,MIXED,20260510,run_00001,0.1257,0.2413,0.344,0.4236,0.4765,0.4993,0.4897,0.2902,0.2648,0.2166,0.1602,0.093,0.0168,-0.057,0.3277,0.3731,0.3977,0.3971,0.3699,0.3188,0.2492,126.88,50.01,86.28,0.9921,0.1258,0.0,0.0,0.343,0.49,0.307,0.0138,0.0499,0.0034,0.078,0.029,-0.026,36.06,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
45000,ARM_3,MIXED,20260510,run_00001,0.2403,0.4223,0.499,0.4531,0.2948,0.0628,-0.1826,0.2637,0.1627,0.0211,-0.1271,-0.242,-0.2961,-0.2787,0.3734,0.3965,0.3223,0.1692,-0.0266,-0.2173,-0.3511,147.53,98.18,92.45,0.9686,0.2485,0.0,0.0,0.844,0.432,0.819,0.0261,0.0425,0.0059,-0.09,-0.072,0.033,36.07,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
45000,ARM_4,MIXED,20260510,run_00001,0.3422,0.4981,0.386,0.0663,-0.2911,-0.4912,-0.4244,0.2195,0.02,-0.1906,-0.2982,-0.2418,-0.0594,0.1594,0.3957,0.3244,0.0747,-0.2157,-0.3885,-0.3508,-0.1246,163.03,143.32,98.28,0.9301,0.3673,0.0,0.0,0.696,0.043,0.754,0.0352,0.0387,0.0116,0.072,0.043,0.008,36.05,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
46000,ARM_1,MIXED,20260510,run_00001,0.0005,0.0026,0.0033,0.0048,0.0037,0.0083,0.007,0.2974,0.2994,0.2995,0.3003,0.301,0.3013,0.2999,0.2579,0.2588,0.2595,0.2595,0.2616,0.2639,0.2649,100.07,0.22,80.06,1.0,0.0011,0.0,0.0,0.004,0.795,0.006,0.0015,0.0509,-0.0007,0.102,-0.014,0.007,35.93,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
46000,ARM_2,MIXED,20260510,run_00001,0.1234,0.2437,0.3441,0.4223,0.4761,0.4996,0.4911,0.2932,0.2633,0.2188,0.1601,0.091,0.0155,-0.0582,0.3251,0.3722,0.3973,0.3986,0.3693,0.3208,0.2503,126.83,49.9,86.29,0.9921,0.1258,0.0,0.0,0.339,0.493,0.312,0.0138,0.0475,0.0047,0.023,-0.075,-0.053,35.99,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
46000,ARM_3,MIXED,20260510,run_00001,0.2405,0.4216,0.499,0.4531,0.2937,0.0637,-0.1845,0.2615,0.1607,0.018,-0.1265,-0.2417,-0.2968,-0.2795,0.3735,0.3967,0.3219,0.1695,-0.028,-0.2174,-0.3506,147.67,98.11,92.45,0.9686,0.2485,0.0,0.0,0.844,0.419,0.821,0.0239,0.0417,0.0062,0.045,0.024,0.003,35.98,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
46000,ARM_4,MIXED,20260510,run_00001,0.342,0.4976,0.3853,0.0663,-0.2912,-0.4912,-0.4256,0.2211,0.0203,-0.1902,-0.2977,-0.2447,-0.0616,0.1589,0.3968,0.3208,0.0734,-0.2154,-0.3866,-0.3516,-0.1247,163.07,143.36,98.44,0.9301,0.3673,0.0,0.0,0.703,0.037,0.76,0.0358,0.0349,0.0127,0.024,0.039,-0.059,36.1,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
47000,ARM_1,MIXED,20260510,run_00001,0.0006,0.0034,0.0034,0.0051,0.0065,0.0078,0.006,0.299,0.2999,0.3006,0.2994,0.2985,0.2999,0.3,0.2592,0.2587,0.2598,0.2596,0.2619,0.2627,0.2624,99.99,0.27,80.06,1.0,0.0012,0.0,0.0,0.004,0.8,0.003,-0.0001,0.0496,0.0005,-0.001,0.03,-0.159,36.0,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
47000,ARM_2,MIXED,20260510,run_00001,0.1235,0.2427,0.3444,0.4243,0.478,0.4989,0.489,0.2909,0.2633,0.218,0.1597,0.0914,0.0154,-0.0583,0.3262,0.3755,0.3967,0.3969,0.3716,0.32,0.2481,126.93,49.96,86.36,0.9921,0.1258,0.0,0.0,0.333,0.498,0.312,0.0116,0.049,0.0054,-0.02,0.015,0.023,35.98,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
47000,ARM_3,MIXED,20260510,run_00001,0.2427,0.4216,0.4988,0.4537,0.2954,0.0626,-0.1836,0.2619,0.16,0.0185,-0.1276,-0.2444,-0.2971,-0.2796,0.3719,0.3959,0.3211,0.1679,-0.0284,-0.2183,-0.3511,147.59,98.17,92.48,0.9686,0.2485,0.0,0.0,0.852,0.427,0.816,0.0239,0.0431,0.0066,-0.087,0.007,0.003,36.08,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
47000,ARM_4,MIXED,20260510,run_00001,0.3414,0.4988,0.3863,0.0643,-0.2912,-0.4898,-0.4239,0.2198,0.0185,-0.1898,-0.2981,-0.2443,-0.0578,0.1591,0.3977,0.3234,0.0731,-0.2151,-0.3883,-0.3494,-0.1241,163.06,143.37,98.39,0.9301,0.3674,0.0,0.0,0.687,0.036,0.767,0.0338,0.0367,0.011,-0.071,0.076,0.04,36.17,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
48000,ARM_1,MIXED,20260510,run_00001,0.0005,0.0014,0.0009,0.006,0.0052,0.0056,0.0079,0.3007,0.2989,0.2994,0.3025,0.3003,0.2985,0.2993,0.2586,0.2601,0.2603,0.2592,0.2609,0.2619,0.2631,100.05,0.31,80.05,1.0,0.0012,0.0,0.0,0.006,0.801,0.009,0.0008,0.0489,0.0013,0.054,-0.119,0.021,36.0,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
48000,ARM_2,MIXED,20260510,run_00001,0.1259,0.242,0.3428,0.4221,0.4761,0.4999,0.4905,0.2903,0.2636,0.2182,0.1599,0.0915,0.0162,-0.0594,0.326,0.3733,0.3967,0.3964,0.3699,0.3202,0.2496,126.8,49.97,86.36,0.992,0.1259,0.0,0.0,0.344,0.497,0.317,0.0133,0.0498,0.0021,-0.028,0.025,-0.039,35.99,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
48000,ARM_3,MIXED,20260510,run_00001,0.2385,0.4212,0.4973,0.4521,0.2949,0.0632,-0.1833,0.2632,0.1609,0.0199,-0.1257,-0.2431,-0.2981,-0.279,0.3732,0.397,0.3205,0.1674,-0.029,-0.2194,-0.3514,147.65,98.15,92.4,0.9686,0.2486,0.0,0.0,0.845,0.434,0.822,0.0239,0.0435,0.0058,-0.009,-0.026,-0.03,36.05,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
48000,ARM_4,MIXED,20260510,run_00001,0.3404,0.4988,0.3866,0.065,-0.291,-0.4879,-0.4251,0.2199,0.0194,-0.1899,-0.2966,-0.2461,-0.0593,0.1577,0.3967,0.3242,0.0748,-0.2166,-0.3868,-0.3513,-0.1236,163.04,143.32,98.37,0.9301,0.3674,0.0,0.0,0.707,0.034,0.758,0.0345,0.0375,0.0118,0.004,0.072,0.045,36.17,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
49000,ARM_1,MIXED,20260510,run_00001,0.0017,0.0027,0.0036,0.0037,0.0069,0.0058,0.0083,0.3004,0.3001,0.2988,0.2998,0.2997,0.2996,0.3005,0.2595,0.2589,0.2603,0.2606,0.2612,0.2619,0.2629,100.01,0.25,80.02,1.0,0.0012,0.0,0.0,0.016,0.803,0.008,-0.0005,0.05,-0.001,0.007,0.045,0.048,35.98,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
49000,ARM_2,MIXED,20260510,run_00001,0.1249,0.2406,0.3437,0.4234,0.4766,0.5001,0.49,0.2907,0.2623,0.2186,0.1594,0.0925,0.0164,-0.0571,0.3269,0.3724,0.3969,0.3963,0.3679,0.3167,0.2498,126.83,49.95,86.3,0.992,0.1259,0.0,0.0,0.333,0.492,0.309,0.0129,0.0489,0.0035,-0.001,-0.002,-0.011,36.05,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
49000,ARM_3,MIXED,20260510,run_00001,0.2409,0.4218,0.4982,0.4522,0.2958,0.0632,-0.1837,0.2633,0.1605,0.0186,-0.1266,-0.2424,-0.2979,-0.2807,0.3734,0.3972,0.3229,0.1679,-0.026,-0.2166,-0.3541,147.53,98.18,92.36,0.9686,0.2486,0.0,0.0,0.847,0.433,0.824,0.0215,0.0461,0.0081,-0.028,-0.016,-0.039,36.11,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
49000,ARM_4,MIXED,20260510,run_00001,0.3408,0.5002,0.3858,0.0659,-0.2899,-0.4884,-0.4242,0.2182,0.0193,-0.1919,-0.2961,-0.2436,-0.0588,0.1586,0.398,0.3224,0.0715,-0.2151,-0.3877,-0.3498,-0.1254,163.05,143.35,98.42,0.9301,0.3674,0.0,0.0,0.699,0.042,0.75,0.0354,0.036,0.0113,-0.039,-0.074,-0.022,36.05,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
50000,ARM_1,MIXED,20260510,run_00001,0.0011,0.0021,0.0033,0.0055,0.0053,0.009,0.0088,0.2989,0.3003,0.3,0.2996,0.3025,0.299,0.2988,0.2591,0.2601,0.2591,0.2611,0.2604,0.2621,0.2649,99.99,0.27,80.06,1.0,0.0012,0.0,0.0,-0.001,0.808,0.002,-0.0005,0.0487,0.0,0.047,-0.002,0.038,35.99,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
50000,ARM_2,MIXED,20260510,run_00001,0.1224,0.2406,0.3433,0.424,0.4762,0.4978,0.49,0.29,0.2634,0.2183,0.1588,0.0917,0.0181,-0.0583,0.3248,0.372,0.3984,0.3956,0.37,0.32,0.2494,126.85,49.92,86.24,0.992,0.1259,0.0,0.0,0.34,0.476,0.313,0.0109,0.048,0.0039,0.027,0.083,-0.055,36.07,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
50000,ARM_3,MIXED,20260510,run_00001,0.2395,0.4206,0.4979,0.4532,0.2941,0.0628,-0.1823,0.2635,0.1615,0.0201,-0.1272,-0.2416,-0.2965,-0.2797,0.373,0.396,0.3204,0.1666,-0.0278,-0.2163,-0.3505,147.64,98.15,92.48,0.9686,0.2486,0.0,0.0,0.845,0.422,0.818,0.0262,0.0421,0.0082,0.109,0.055,-0.095,36.12,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
50000,ARM_4,MIXED,20260510,run_00001,0.3427,0.4993,0.3869,0.066,-0.2909,-0.4884,-0.4228,0.2194,0.0201,-0.1906,-0.2986,-0.2468,-0.0581,0.1591,0.399,0.3215,0.0724,-0.213,-0.3868,-0.3507,-0.1221,163.06,143.3,98.42,0.93,0.3674,0.0,0.0,0.696,0.041,0.755,0.0343,0.0364,0.0118,0.011,0.014,0.07,36.16,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
51000,ARM_1,MIXED,20260510,run_00001,0.0014,0.0043,0.0029,0.0039,0.0071,0.0087,0.0082,0.2995,0.298,0.3015,0.3001,0.3011,0.3013,0.3001,0.2579,0.2589,0.2604,0.2611,0.2634,0.2638,0.2643,99.97,0.18,80.08,1.0,0.0013,0.0,0.0,0.001,0.801,-0.001,-0.0015,0.0512,0.0005,0.072,-0.001,-0.065,35.95,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
51000,ARM_2,MIXED,20260510,run_00001,0.1258,0.2412,0.342,0.4232,0.4753,0.4994,0.491,0.29,0.2622,0.2171,0.1603,0.0931,0.0181,-0.0584,0.3258,0.3727,0.3981,0.3963,0.3694,0.3206,0.2497,126.86,50.05,86.3,0.992,0.1259,0.0,0.0,0.346,0.495,0.316,0.0132,0.0468,0.0033,0.067,0.026,-0.034,36.11,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
51000,ARM_3,MIXED,20260510,run_00001,0.2425,0.4218,0.4996,0.4512,0.2941,0.0637,-0.1837,0.265,0.161,0.0198,-0.1257,-0.2428,-0.2976,-0.2795,0.3733,0.3975,0.3208,0.1663,-0.0294,-0.217,-0.3531,147.64,98.15,92.47,0.9686,0.2486,0.0,0.0,0.847,0.43,0.819,0.0242,0.0435,0.0069,-0.028,-0.009,-0.01,36.09,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
51000,ARM_4,MIXED,20260510,run_00001,0.3422,0.4978,0.3883,0.0657,-0.2906,-0.4888,-0.4245,0.2191,0.021,-0.1909,-0.2959,-0.2437,-0.0586,0.1582,0.3974,0.3226,0.0723,-0.2148,-0.3873,-0.3513,-0.126,163.05,143.3,98.4,0.93,0.3675,0.0,0.0,0.695,0.032,0.76,0.0339,0.037,0.0107,-0.051,0.046,-0.105,36.14,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
52000,ARM_1,MIXED,20260510,run_00001,0.0016,0.0032,0.0035,0.0048,0.0068,0.0081,0.0106,0.2985,0.2996,0.2995,0.3018,0.2984,0.3016,0.3,0.2591,0.2582,0.2599,0.2614,0.2609,0.2635,0.2623,99.99,0.19,80.16,1.0,0.0013,0.0,0.0,0.003,0.798,-0.005,0.0002,0.0499,-0.0003,-0.076,-0.055,0.004,35.98,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
52000,ARM_2,MIXED,20260510,run_00001,0.1264,0.2419,0.3454,0.422,0.4771,0.4995,0.4907,0.2911,0.2637,0.2185,0.1587,0.091,0.0171,-0.0581,0.3244,0.3753,0.3968,0.3952,0.3673,0.3183,0.2495,126.82,50.0,86.42,0.992,0.126,0.0,0.0,0.337,0.495,0.307,0.0125,0.0482,0.0038,-0.005,0.088,0.012,36.08,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
52000,ARM_3,MIXED,20260510,run_00001,0.2406,0.4224,0.499,0.4512,0.2926,0.0637,-0.183,0.2628,0.1624,0.0195,-0.1283,-0.2411,-0.2972,-0.2795,0.3742,0.3979,0.3219,0.1664,-0.0256,-0.218,-0.3527,147.69,98.3,92.42,0.9686,0.2487,0.0,0.0,0.845,0.422,0.828,0.0237,0.0444,0.0073,0.012,0.01,-0.073,36.05,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
52000,ARM_4,MIXED,20260510,run_00001,0.3437,0.4982,0.3868,0.0643,-0.2917,-0.4888,-0.4242,0.2191,0.0184,-0.1903,-0.2986,-0.2435,-0.0591,0.1568,0.3976,0.3232,0.0724,-0.2175,-0.3888,-0.3515,-0.1223,162.97,143.33,98.34,0.93,0.3675,0.0,0.0,0.696,0.033,0.753,0.0335,0.0362,0.0104,-0.02,0.055,0.076,36.17,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
53000,ARM_1,MIXED,20260510,run_00001,0.0009,0.004,0.0041,0.0059,0.0071,0.0104,0.0107,0.2983,0.2994,0.2999,0.2993,0.2987,0.2996,0.3014,0.2582,0.2587,0.2616,0.2601,0.2613,0.2618,0.2641,99.98,0.19,80.03,1.0,0.0013,0.0,0.0,0.011,0.803,0.011,-0.0008,0.0508,-0.0011,0.002,-0.054,0.046,36.01,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
53000,ARM_2,MIXED,20260510,run_00001,0.1254,0.2429,0.344,0.4248,0.4764,0.4994,0.4893,0.2912,0.2624,0.2182,0.1591,0.0914,0.0175,-0.0583,0.3258,0.3718,0.3971,0.3954,0.3709,0.3196,0.2497,126.9,49.99,86.28,0.992,0.126,0.0,0.0,0.345,0.488,0.308,0.0118,0.0481,0.0029,0.019,0.012,-0.106,36.01,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
53000,ARM_3,MIXED,20260510,run_00001,0.2404,0.4217,0.4987,0.4521,0.293,0.0639,-0.1835,0.2627,0.162,0.0183,-0.1289,-0.2422,-0.297,-0.279,0.3736,0.3968,0.3224,0.1687,-0.0293,-0.2188,-0.3526,147.65,98.16,92.36,0.9686,0.2487,0.0,0.0,0.846,0.417,0.814,0.0232,0.0432,0.0068,0.017,-0.018,0.048,36.08,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
53000,ARM_4,MIXED,20260510,run_00001,0.3407,0.4984,0.3884,0.0663,-0.2922,-0.4902,-0.4257,0.2202,0.0201,-0.1898,-0.2959,-0.2451,-0.0584,0.1591,0.3978,0.3221,0.074,-0.2152,-0.3883,-0.3503,-0.125,162.94,143.24,98.34,0.93,0.3675,0.0,0.0,0.697,0.034,0.756,0.0334,0.0357,0.0108,0.015,0.012,-0.016,36.12,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
54000,ARM_1,MIXED,20260510,run_00001,-0.0008,0.0042,0.0028,0.0042,0.0067,0.0077,0.009,0.2989,0.2997,0.2993,0.2984,0.2999,0.3012,0.3011,0.2581,0.2597,0.2598,0.2622,0.2618,0.2627,0.2638,100.02,0.35,80.06,1.0,0.0013,0.0,0.0,0.009,0.806,0.006,0.0014,0.0499,0.0007,0.042,0.067,0.024,35.98,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
54000,ARM_2,MIXED,20260510,run_00001,0.1242,0.2419,0.3441,0.425,0.4765,0.4994,0.4902,0.2904,0.2616,0.218,0.1612,0.0908,0.0172,-0.0596,0.3269,0.3743,0.3984,0.396,0.3676,0.3191,0.2483,126.84,49.99,86.37,0.992,0.126,0.0,0.0,0.341,0.489,0.32,0.0124,0.0492,0.004,-0.038,-0.058,-0.025,36.07,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
54000,ARM_3,MIXED,20260510,run_00001,0.2405,0.4223,0.4986,0.4502,0.2927,0.0618,-0.1822,0.2624,0.1615,0.0188,-0.1278,-0.2429,-0.2983,-0.277,0.3722,0.3963,0.3225,0.1677,-0.0287,-0.2168,-0.3516,147.66,98.17,92.44,0.9686,0.2487,0.0,0.0,0.835,0.425,0.822,0.026,0.0447,0.0078,-0.053,-0.057,0.01,36.13,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
54000,ARM_4,MIXED,20260510,run_00001,0.3423,0.4988,0.3858,0.0667,-0.2919,-0.4914,-0.4288,0.2189,0.0188,-0.1908,-0.2984,-0.2453,-0.057,0.1601,0.3983,0.3225,0.0722,-0.2155,-0.3884,-0.3501,-0.1227,162.92,143.38,98.36,0.93,0.3675,0.0,0.0,0.705,0.035,0.762,0.0355,0.0356,0.0113,-0.133,-0.008,-0.028,36.02,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
55000,ARM_1,MIXED,20260510,run_00001,0.0023,0.0019,0.0043,0.0051,0.0057,0.0081,0.01,0.3012,0.3003,0.3001,0.2995,0.3016,0.2995,0.3002,0.2595,0.2595,0.26,0.2594,0.2608,0.2629,0.2623,100.06,0.2,79.98,1.0,0.0014,0.0,0.0,0.006,0.789,-0.005,-0.0012,0.0495,-0.0,0.06,0.04,0.138,36.0,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
55000,ARM_2,MIXED,20260510,run_00001,0.1252,0.2412,0.3427,0.4235,0.478,0.4995,0.4902,0.2897,0.2631,0.2185,0.16,0.0886,0.0159,-0.0578,0.3245,0.373,0.3968,0.3976,0.3696,0.3192,0.2499,126.87,50.0,86.31,0.992,0.126,0.0,0.0,0.339,0.483,0.304,0.0129,0.0481,0.0054,0.084,-0.017,0.06,36.02,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
55000,ARM_3,MIXED,20260510,run_00001,0.2404,0.4218,0.4987,0.4522,0.2939,0.0636,-0.183,0.2635,0.1622,0.0191,-0.1275,-0.2436,-0.2975,-0.2785,0.3735,0.3965,0.3207,0.1652,-0.0266,-0.218,-0.353,147.7,98.17,92.29,0.9686,0.2487,0.0,0.0,0.854,0.426,0.818,0.0232,0.0452,0.007,-0.014,0.041,0.021,36.08,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
55000,ARM_4,MIXED,20260510,run_00001,0.3415,0.4984,0.3865,0.0654,-0.2926,-0.491,-0.424,0.2188,0.0181,-0.1913,-0.2976,-0.2452,-0.0581,0.1584,0.3969,0.3222,0.0725,-0.2147,-0.3872,-0.3508,-0.1263,163.08,143.34,98.3,0.93,0.3676,0.0,0.0,0.697,0.031,0.754,0.0336,0.0351,0.0118,0.042,-0.012,-0.052,36.1,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
56000,ARM_1,MIXED,20260510,run_00001,0.0013,0.0041,0.0045,0.0048,0.0089,0.0083,0.0096,0.2987,0.301,0.2998,0.2999,0.301,0.3016,0.3007,0.2597,0.2571,0.2607,0.26,0.2626,0.2645,0.2649,99.99,0.31,80.06,1.0,0.0014,0.0,0.0,0.005,0.795,0.008,0.0018,0.0475,-0.0002,-0.014,0.05,-0.011,36.02,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
56000,ARM_2,MIXED,20260510,run_00001,0.124,0.2413,0.3433,0.4218,0.4773,0.4996,0.4895,0.2895,0.2639,0.2181,0.1587,0.0888,0.0162,-0.059,0.3254,0.375,0.3972,0.3962,0.3703,0.3197,0.2505,126.89,49.99,86.35,0.992,0.1261,0.0,0.0,0.344,0.492,0.31,0.0127,0.0492,0.0042,-0.012,-0.027,0.042,35.98,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
56000,ARM_3,MIXED,20260510,run_00001,0.2404,0.4214,0.4987,0.4531,0.294,0.0599,-0.1848,0.2618,0.1595,0.0187,-0.1268,-0.2433,-0.2966,-0.2785,0.3735,0.3956,0.3215,0.1653,-0.0293,-0.2197,-0.3517,147.53,98.17,92.36,0.9686,0.2488,0.0,0.0,0.834,0.425,0.825,0.0226,0.0452,0.0082,0.053,0.065,0.011,36.13,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
56000,ARM_4,MIXED,20260510,run_00001,0.3408,0.4986,0.3863,0.0652,-0.2917,-0.4921,-0.4253,0.2205,0.0189,-0.1909,-0.2966,-0.2445,-0.0584,0.1571,0.3981,0.3204,0.074,-0.2177,-0.3899,-0.3517,-0.1242,163.0,143.37,98.46,0.93,0.3676,0.0,0.0,0.692,0.042,0.755,0.0344,0.0371,0.0106,-0.031,-0.031,-0.065,36.08,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
57000,ARM_1,MIXED,20260510,run_00001,0.0035,0.0042,0.0024,0.0059,0.0081,0.009,0.0095,0.3,0.2992,0.2987,0.2997,0.2978,0.3004,0.3001,0.2585,0.2595,0.2594,0.2604,0.2616,0.2622,0.2646,100.02,0.33,80.16,1.0,0.0014,0.0,0.0,0.004,0.8,0.004,-0.0013,0.0518,-0.0005,-0.023,-0.025,-0.007,35.97,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
57000,ARM_2,MIXED,20260510,run_00001,0.1244,0.2435,0.3435,0.4228,0.4763,0.4987,0.4902,0.2917,0.2622,0.2181,0.1598,0.0908,0.0163,-0.0582,0.3269,0.3745,0.398,0.3963,0.3695,0.319,0.248,126.82,50.02,86.35,0.992,0.1261,0.0,0.0,0.34,0.491,0.317,0.0125,0.0469,0.0059,-0.069,-0.044,0.023,36.06,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
57000,ARM_3,MIXED,20260510,run_00001,0.2421,0.4237,0.4987,0.4543,0.2943,0.0625,-0.1842,0.2613,0.1602,0.0157,-0.1275,-0.2429,-0.2975,-0.2798,0.3727,0.3978,0.3209,0.1667,-0.0267,-0.2177,-0.3544,147.65,98.19,92.48,0.9686,0.2488,0.0,0.0,0.846,0.431,0.822,0.0249,0.0443,0.0081,-0.058,0.046,-0.039,36.06,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
57000,ARM_4,MIXED,20260510,run_00001,0.3403,0.4987,0.3858,0.0664,-0.2922,-0.4927,-0.4247,0.2209,0.0201,-0.1905,-0.2998,-0.2432,-0.0574,0.1584,0.3971,0.3233,0.074,-0.2152,-0.3871,-0.3505,-0.1232,162.95,143.33,98.31,0.93,0.3676,0.0,0.0,0.699,0.038,0.772,0.0361,0.0366,0.0108,0.035,0.104,0.065,36.04,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
